tenure,monthly_charges,total_charges,contract,internet_service,tech_support,payment_method,churn
30,56.13,1874.7,Month-to-month,Fiber optic,No,Mailed check,1
70,81.78,5894.57,Two year,DSL,No,Bank transfer,0
62,19.26,1247.28,Month-to-month,DSL,Yes,Electronic check,0
55,32.58,1790.79,Month-to-month,No,No,Credit card,1
41,93.71,4073.39,One year,DSL,No,Bank transfer,0
60,42.9,2562.25,Month-to-month,No,No,Bank transfer,0
41,79.0,3302.48,Month-to-month,Fiber optic,No,Electronic check,1
55,57.28,2952.93,Month-to-month,DSL,No,Bank transfer,1
35,105.19,3414.07,Month-to-month,DSL,No,Electronic check,1
67,115.15,7133.55,Month-to-month,Fiber optic,Yes,Electronic check,1
6,108.12,710.3,Month-to-month,Fiber optic,No,Electronic check,1
53,45.6,2441.03,Month-to-month,DSL,Yes,Bank transfer,0
0,37.8,34.18,Month-to-month,DSL,No,Bank transfer,1
43,66.39,2720.15,One year,Fiber optic,No,Electronic check,1
44,18.75,891.24,One year,DSL,Yes,Bank transfer,0
46,20.63,1020.45,Month-to-month,No,No,Electronic check,1
12,74.44,1023.8,One year,Fiber optic,No,Mailed check,0
21,71.09,1695.84,Two year,Fiber optic,Yes,Bank transfer,0
20,119.45,2317.34,One year,DSL,No,Bank transfer,0
8,38.59,323.91,One year,DSL,Yes,Mailed check,0
25,44.33,1114.21,Month-to-month,No,No,Mailed check,0
8,29.58,288.32,Two year,DSL,No,Mailed check,0
14,111.59,1766.07,Month-to-month,DSL,No,Electronic check,1
9,97.34,939.16,Month-to-month,Fiber optic,No,Electronic check,1
41,101.88,3926.06,One year,DSL,No,Credit card,0
71,110.08,8110.24,Month-to-month,Fiber optic,Yes,Mailed check,0
23,71.54,1633.45,Month-to-month,No,No,Credit card,0
48,64.02,3156.52,One year,Fiber optic,No,Electronic check,1
25,51.7,1462.97,One year,No,No,Bank transfer,0
36,78.1,2931.67,One year,No,No,Mailed check,0
67,64.34,4745.99,Two year,DSL,No,Bank transfer,0
49,64.06,3134.48,Month-to-month,Fiber optic,No,Electronic check,0
23,113.57,2798.37,Month-to-month,Fiber optic,Yes,Mailed check,0
18,118.37,2426.2,One year,Fiber optic,No,Credit card,0
59,99.24,6059.18,Month-to-month,DSL,No,Credit card,0
38,95.19,3797.72,One year,No,Yes,Electronic check,0
17,87.42,1641.63,Month-to-month,Fiber optic,No,Bank transfer,1
18,34.94,714.59,Month-to-month,Fiber optic,No,Electronic check,1
35,24.03,793.83,Month-to-month,Fiber optic,No,Bank transfer,1
54,88.45,4706.02,One year,Fiber optic,No,Electronic check,0
68,92.34,6241.08,Month-to-month,No,No,Credit card,0
46,22.79,1158.9,Month-to-month,Fiber optic,No,Bank transfer,0
48,112.66,6023.8,Month-to-month,DSL,No,Electronic check,1
32,27.3,832.5,Month-to-month,DSL,Yes,Mailed check,0
20,47.16,914.92,Month-to-month,No,No,Credit card,0
21,86.58,2070.42,Month-to-month,Fiber optic,No,Credit card,1
47,35.33,1626.57,Month-to-month,No,No,Mailed check,0
36,23.65,829.86,Month-to-month,DSL,No,Electronic check,0
14,51.78,704.56,Month-to-month,DSL,Yes,Bank transfer,0
34,96.13,3213.55,One year,DSL,Yes,Credit card,0
70,60.2,4439.63,Two year,Fiber optic,No,Electronic check,1
31,84.6,2667.15,Month-to-month,Fiber optic,No,Mailed check,1
10,77.12,851.18,Month-to-month,DSL,No,Bank transfer,1
9,20.27,219.62,Month-to-month,Fiber optic,No,Electronic check,1
56,118.83,6251.34,One year,Fiber optic,Yes,Electronic check,0
24,22.23,508.09,Month-to-month,DSL,Yes,Credit card,0
1,116.72,249.87,Month-to-month,Fiber optic,No,Credit card,1
63,74.09,5002.42,One year,Fiber optic,Yes,Bank transfer,0
34,116.24,3876.16,Month-to-month,DSL,No,Electronic check,0
6,29.7,200.59,One year,DSL,Yes,Mailed check,0
17,68.02,1177.9,Month-to-month,DSL,No,Mailed check,0
66,35.29,2434.33,One year,Fiber optic,Yes,Bank transfer,0
41,23.2,888.89,Month-to-month,No,Yes,Electronic check,0
38,80.99,3151.91,Two year,Fiber optic,No,Credit card,0
40,39.19,1489.13,One year,DSL,No,Electronic check,0
23,77.95,1990.43,Month-to-month,No,Yes,Credit card,0
59,29.46,1725.41,Month-to-month,No,No,Mailed check,1
45,51.86,2398.72,Month-to-month,Fiber optic,Yes,Bank transfer,0
18,97.73,1682.07,Two year,No,No,Bank transfer,0
67,62.58,3879.48,Two year,Fiber optic,Yes,Bank transfer,0
41,82.03,3565.88,Month-to-month,Fiber optic,Yes,Credit card,0
31,84.04,2832.76,Two year,Fiber optic,No,Mailed check,0
38,104.06,4228.82,Month-to-month,Fiber optic,Yes,Mailed check,1
35,51.14,1928.31,Month-to-month,DSL,No,Bank transfer,0
35,88.1,2920.8,Two year,No,Yes,Bank transfer,0
2,116.08,361.71,One year,No,No,Credit card,0
7,92.48,692.75,Month-to-month,Fiber optic,Yes,Credit card,1
69,67.97,4375.38,One year,DSL,Yes,Electronic check,0
40,82.33,3549.14,Two year,DSL,Yes,Credit card,0
67,93.45,6849.5,One year,DSL,No,Electronic check,0
12,80.45,1091.18,Two year,DSL,No,Bank transfer,0
48,19.7,1024.29,One year,Fiber optic,No,Mailed check,0
59,37.87,2495.37,Month-to-month,No,No,Credit card,0
1,100.67,186.63,Two year,DSL,No,Mailed check,0
59,45.81,3004.3,Month-to-month,DSL,No,Credit card,0
4,92.62,472.47,Two year,Fiber optic,Yes,Credit card,0
43,55.96,2616.5,Month-to-month,DSL,Yes,Electronic check,0
26,71.23,1980.97,One year,No,No,Credit card,0
31,24.93,808.93,Month-to-month,DSL,No,Bank transfer,0
20,36.49,797.5,Month-to-month,DSL,Yes,Mailed check,0
7,115.63,891.79,Month-to-month,DSL,No,Credit card,1
71,108.79,8497.53,Two year,DSL,No,Mailed check,0
49,84.53,3901.31,Two year,Fiber optic,No,Mailed check,0
66,64.88,4188.76,Month-to-month,DSL,Yes,Mailed check,0
43,86.93,3466.27,Two year,Fiber optic,No,Credit card,0
57,81.1,4488.67,Two year,Fiber optic,Yes,Electronic check,0
2,75.99,215.12,One year,DSL,Yes,Mailed check,0
69,24.04,1531.22,Month-to-month,DSL,No,Mailed check,0
1,82.55,164.83,Two year,Fiber optic,Yes,Credit card,1
43,96.43,4216.31,One year,Fiber optic,Yes,Credit card,0
1,119.4,218.63,Two year,No,Yes,Bank transfer,0
34,19.13,637.66,Two year,DSL,No,Bank transfer,0
29,92.48,3025.94,Two year,DSL,Yes,Electronic check,0
7,76.32,563.03,One year,DSL,Yes,Electronic check,0
21,62.27,1316.52,Month-to-month,Fiber optic,No,Electronic check,1
43,31.01,1237.78,Month-to-month,Fiber optic,No,Electronic check,1
57,59.73,3221.07,Month-to-month,No,No,Mailed check,0
35,54.15,2027.14,Month-to-month,Fiber optic,Yes,Credit card,0
68,48.89,3283.49,One year,DSL,Yes,Bank transfer,0
30,92.55,2841.55,One year,Fiber optic,No,Mailed check,0
46,89.47,3916.6,Two year,No,Yes,Credit card,0
54,78.08,4450.84,Month-to-month,DSL,No,Credit card,0
61,113.74,7406.62,Month-to-month,Fiber optic,No,Mailed check,1
29,53.69,1507.97,Month-to-month,No,Yes,Mailed check,0
54,42.87,2143.28,Month-to-month,Fiber optic,No,Bank transfer,0
15,84.9,1244.55,Month-to-month,Fiber optic,Yes,Electronic check,1
11,38.28,473.79,One year,DSL,No,Electronic check,0
16,50.13,790.09,Month-to-month,Fiber optic,No,Bank transfer,1
15,40.91,653.76,One year,DSL,No,Bank transfer,0
11,25.05,279.72,Month-to-month,Fiber optic,Yes,Electronic check,1
7,102.4,765.16,Two year,DSL,Yes,Mailed check,0
2,43.96,118.81,Two year,No,Yes,Electronic check,0
15,66.25,1022.01,Two year,No,Yes,Credit card,0
29,22.42,617.42,Two year,Fiber optic,No,Credit card,0
22,89.33,2011.02,Two year,DSL,No,Bank transfer,0
4,51.72,263.66,Two year,DSL,No,Electronic check,1
64,93.96,5945.59,One year,Fiber optic,No,Electronic check,0
29,60.07,1876.02,Month-to-month,Fiber optic,No,Credit card,0
20,37.97,835.88,Month-to-month,Fiber optic,No,Electronic check,1
69,70.34,5117.41,Month-to-month,DSL,Yes,Bank transfer,0
21,31.31,748.98,One year,Fiber optic,No,Bank transfer,0
71,62.93,4292.9,Month-to-month,Fiber optic,No,Credit card,1
31,50.37,1511.73,Two year,Fiber optic,No,Electronic check,0
32,111.02,3744.05,Two year,Fiber optic,No,Electronic check,0
15,24.21,394.71,Month-to-month,Fiber optic,No,Credit card,0
37,88.79,3380.83,Month-to-month,DSL,Yes,Mailed check,0
13,36.64,462.11,Two year,DSL,No,Mailed check,0
35,50.54,1839.54,Month-to-month,Fiber optic,Yes,Electronic check,1
22,60.38,1508.95,One year,DSL,No,Bank transfer,0
65,110.62,7059.37,Month-to-month,Fiber optic,No,Mailed check,0
1,42.74,93.47,One year,Fiber optic,No,Electronic check,1
64,27.31,1724.29,Month-to-month,No,No,Mailed check,0
66,50.51,3140.41,Two year,Fiber optic,No,Credit card,0
51,28.68,1461.06,One year,DSL,Yes,Mailed check,0
61,31.12,1927.36,Month-to-month,DSL,Yes,Mailed check,0
22,76.53,1805.77,Month-to-month,No,No,Credit card,1
25,24.21,630.07,Month-to-month,DSL,Yes,Bank transfer,0
67,21.15,1448.76,Two year,Fiber optic,Yes,Electronic check,0
54,90.87,4522.12,One year,Fiber optic,Yes,Bank transfer,0
5,54.89,313.11,Month-to-month,DSL,No,Bank transfer,1
34,30.79,1036.85,Month-to-month,DSL,Yes,Mailed check,0
21,43.87,1059.16,Month-to-month,Fiber optic,No,Electronic check,1
42,83.49,3443.28,One year,No,No,Mailed check,0
14,46.1,746.35,One year,DSL,No,Credit card,0
59,68.44,3946.03,Month-to-month,No,Yes,Bank transfer,0
11,30.41,335.44,One year,Fiber optic,No,Bank transfer,1
48,77.99,3628.61,One year,No,No,Credit card,0
41,50.24,2014.21,Two year,DSL,No,Electronic check,0
37,81.95,3411.96,Two year,DSL,No,Bank transfer,0
44,100.46,4678.28,One year,No,No,Bank transfer,0
34,80.39,3056.57,One year,No,Yes,Electronic check,0
29,48.17,1541.92,Month-to-month,Fiber optic,No,Mailed check,1
29,44.09,1343.49,Two year,Fiber optic,Yes,Credit card,0
5,51.4,319.22,Month-to-month,No,Yes,Electronic check,1
66,34.79,2389.13,Month-to-month,DSL,No,Credit card,1
6,36.48,263.85,Month-to-month,Fiber optic,No,Credit card,1
51,98.65,4888.47,Two year,No,Yes,Bank transfer,0
13,57.24,786.64,Month-to-month,Fiber optic,No,Electronic check,0
14,62.47,954.41,Month-to-month,DSL,No,Credit card,0
20,78.59,1497.21,Month-to-month,Fiber optic,Yes,Mailed check,0
34,78.14,2725.51,Month-to-month,DSL,No,Credit card,0
65,24.87,1759.51,Month-to-month,DSL,Yes,Bank transfer,0
1,102.82,205.33,Two year,No,Yes,Mailed check,0
34,36.09,1276.37,Two year,Fiber optic,Yes,Mailed check,0
19,91.75,1725.6,Month-to-month,No,Yes,Electronic check,0
9,96.81,1025.09,Two year,No,Yes,Mailed check,0
24,90.92,2208.85,One year,DSL,Yes,Electronic check,0
65,77.06,5550.4,Month-to-month,DSL,No,Electronic check,1
24,19.49,535.36,One year,DSL,No,Mailed check,0
53,54.76,3203.07,Two year,DSL,No,Electronic check,0
32,79.69,2411.43,Month-to-month,Fiber optic,No,Electronic check,0
35,57.52,2001.63,Month-to-month,Fiber optic,Yes,Mailed check,1
13,106.07,1617.18,Two year,Fiber optic,No,Bank transfer,0
64,49.5,3413.47,One year,DSL,No,Credit card,0
53,47.94,2801.65,Month-to-month,Fiber optic,Yes,Electronic check,1
51,45.13,2380.81,One year,Fiber optic,Yes,Electronic check,0
2,51.94,155.21,Month-to-month,Fiber optic,No,Mailed check,1
40,74.86,2827.71,Two year,DSL,No,Credit card,0
5,90.12,577.43,Month-to-month,Fiber optic,No,Credit card,1
24,85.58,2244.4,Month-to-month,DSL,Yes,Electronic check,0
12,100.39,1189.93,One year,Fiber optic,Yes,Mailed check,0
7,108.36,816.5,Month-to-month,Fiber optic,No,Bank transfer,1
20,101.24,2150.39,Month-to-month,DSL,No,Credit card,0
67,19.93,1405.22,One year,Fiber optic,Yes,Bank transfer,0
24,93.06,2157.91,Two year,DSL,Yes,Mailed check,0
67,39.26,2533.43,Month-to-month,DSL,No,Bank transfer,0
44,31.56,1333.03,One year,DSL,No,Mailed check,0
59,83.13,4708.48,Month-to-month,No,Yes,Electronic check,0
11,50.61,658.42,Month-to-month,Fiber optic,No,Bank transfer,1
31,23.83,795.48,Month-to-month,No,No,Electronic check,1
12,32.04,436.27,Month-to-month,Fiber optic,No,Electronic check,1
30,18.09,593.76,Two year,Fiber optic,Yes,Mailed check,0
19,110.13,2139.42,Month-to-month,Fiber optic,Yes,Bank transfer,1
17,20.51,388.91,One year,DSL,No,Credit card,0
59,39.36,2587.56,Month-to-month,DSL,Yes,Bank transfer,0
62,60.46,3960.12,Two year,DSL,No,Credit card,0
5,54.37,320.79,One year,Fiber optic,No,Electronic check,1
31,111.0,3705.7,One year,DSL,Yes,Electronic check,0
42,22.11,1026.94,Month-to-month,DSL,No,Mailed check,0
1,70.25,130.07,Month-to-month,DSL,No,Credit card,1
59,87.41,4998.41,Month-to-month,Fiber optic,No,Bank transfer,1
22,113.03,2817.7,Two year,Fiber optic,Yes,Mailed check,0
30,81.28,2744.55,Month-to-month,No,No,Mailed check,0
4,99.98,498.31,One year,DSL,No,Mailed check,0
33,26.54,879.72,One year,DSL,No,Bank transfer,0
9,57.37,548.78,Month-to-month,Fiber optic,No,Mailed check,1
1,56.14,112.25,One year,No,No,Bank transfer,1
10,108.4,1296.03,One year,DSL,No,Mailed check,0
49,33.44,1554.9,One year,Fiber optic,No,Credit card,0
30,33.49,1021.54,Month-to-month,Fiber optic,Yes,Electronic check,0
55,51.51,3122.02,Month-to-month,DSL,No,Credit card,0
8,23.56,205.64,Month-to-month,DSL,No,Credit card,1
20,36.61,810.03,Two year,DSL,Yes,Mailed check,0
27,116.45,3188.38,One year,No,Yes,Credit card,0
61,61.67,4056.72,Month-to-month,Fiber optic,No,Credit card,0
6,82.47,632.83,Two year,Fiber optic,No,Credit card,1
15,92.06,1439.91,Month-to-month,Fiber optic,No,Mailed check,1
3,55.43,237.02,Two year,Fiber optic,Yes,Bank transfer,1
3,33.02,144.98,Two year,Fiber optic,Yes,Electronic check,1
39,39.07,1714.03,Two year,DSL,Yes,Electronic check,0
16,49.95,837.9,Two year,DSL,No,Bank transfer,0
51,82.88,4297.49,Month-to-month,DSL,No,Bank transfer,0
51,58.62,2928.38,Month-to-month,Fiber optic,Yes,Credit card,1
35,18.7,648.16,One year,DSL,Yes,Electronic check,0
37,71.39,2708.73,Month-to-month,Fiber optic,No,Bank transfer,0
49,111.99,5264.11,Month-to-month,DSL,No,Credit card,0
62,100.83,6620.51,One year,No,Yes,Electronic check,0
62,102.17,6483.45,Month-to-month,DSL,No,Mailed check,0
61,99.1,6633.36,Two year,DSL,Yes,Mailed check,0
6,51.02,379.32,Two year,No,No,Electronic check,1
26,96.05,2501.27,Two year,Fiber optic,No,Electronic check,0
13,32.6,456.93,One year,No,No,Mailed check,0
70,85.09,6344.08,Two year,DSL,Yes,Mailed check,0
4,83.44,391.6,Two year,DSL,Yes,Electronic check,1
54,20.61,1027.36,One year,Fiber optic,No,Credit card,0
1,98.37,210.6,Month-to-month,No,Yes,Bank transfer,0
61,110.13,6333.09,Two year,DSL,No,Bank transfer,0
20,45.28,1024.94,Two year,No,No,Electronic check,1
20,100.86,2293.27,Month-to-month,Fiber optic,No,Bank transfer,1
9,26.41,262.02,Month-to-month,No,No,Mailed check,1
57,79.2,4875.45,One year,Fiber optic,No,Mailed check,0
38,67.54,2561.99,Month-to-month,DSL,No,Bank transfer,0
4,73.68,394.8,Two year,No,Yes,Electronic check,1
64,112.47,7785.27,Two year,No,Yes,Mailed check,0
12,106.87,1272.2,Month-to-month,Fiber optic,Yes,Credit card,0
52,98.08,5284.12,One year,DSL,Yes,Credit card,0
44,45.92,2124.26,Month-to-month,DSL,No,Mailed check,1
31,111.01,3197.7,One year,Fiber optic,No,Mailed check,0
35,27.95,1102.78,Month-to-month,DSL,No,Bank transfer,0
59,105.04,6184.63,One year,Fiber optic,No,Electronic check,0
10,51.47,568.13,Month-to-month,DSL,No,Bank transfer,1
62,23.48,1388.95,Month-to-month,Fiber optic,No,Electronic check,1
20,86.27,1851.86,Month-to-month,DSL,Yes,Credit card,0
51,41.59,2297.03,Month-to-month,Fiber optic,No,Credit card,0
54,42.84,2396.68,One year,Fiber optic,No,Electronic check,0
25,49.22,1353.44,Month-to-month,Fiber optic,No,Bank transfer,1
67,24.5,1743.01,Month-to-month,Fiber optic,Yes,Mailed check,0
33,36.07,1162.03,Two year,DSL,No,Electronic check,0
51,18.52,950.68,Two year,Fiber optic,No,Bank transfer,0
51,63.43,3066.57,Two year,No,No,Credit card,0
28,26.59,700.47,Two year,Fiber optic,No,Mailed check,0
37,87.63,3038.95,Month-to-month,No,No,Credit card,1
41,42.03,1921.49,Month-to-month,Fiber optic,Yes,Electronic check,0
20,114.24,2631.52,One year,Fiber optic,Yes,Credit card,0
41,106.87,4124.95,Two year,DSL,No,Credit card,0
12,47.52,597.4,Two year,Fiber optic,Yes,Electronic check,0
63,97.89,5781.83,Month-to-month,Fiber optic,No,Mailed check,1
16,99.93,1812.37,Month-to-month,DSL,No,Electronic check,0
8,118.63,1066.88,Month-to-month,Fiber optic,Yes,Bank transfer,1
40,78.98,3316.71,One year,DSL,Yes,Electronic check,0
0,26.36,26.57,One year,Fiber optic,Yes,Electronic check,1
1,83.98,175.02,Month-to-month,Fiber optic,Yes,Mailed check,1
59,81.75,4727.57,Month-to-month,Fiber optic,No,Bank transfer,0
47,83.11,3700.05,One year,No,No,Credit card,0
28,49.33,1292.55,One year,Fiber optic,No,Credit card,0
9,105.69,1045.42,Month-to-month,Fiber optic,Yes,Credit card,1
57,115.87,7268.63,Two year,DSL,No,Credit card,0
59,40.21,2318.64,One year,No,Yes,Mailed check,0
20,26.99,532.32,Two year,Fiber optic,No,Bank transfer,0
27,37.84,1149.8,Two year,Fiber optic,No,Mailed check,0
33,101.7,3184.94,Month-to-month,DSL,No,Electronic check,0
7,87.02,633.76,Month-to-month,Fiber optic,No,Bank transfer,1
58,82.88,5260.98,One year,DSL,Yes,Bank transfer,0
71,58.98,4417.19,Month-to-month,Fiber optic,Yes,Credit card,0
48,76.94,3711.3,Two year,No,No,Credit card,0
16,49.4,882.18,One year,Fiber optic,Yes,Credit card,0
59,66.67,4193.36,Two year,Fiber optic,Yes,Credit card,0
44,98.89,4040.7,Month-to-month,Fiber optic,Yes,Electronic check,1
68,118.09,8435.43,Month-to-month,Fiber optic,Yes,Credit card,0
31,113.11,3721.5,One year,Fiber optic,No,Mailed check,0
43,113.25,5445.2,Month-to-month,Fiber optic,No,Bank transfer,1
64,59.03,4195.03,One year,DSL,Yes,Electronic check,0
7,65.82,513.69,Two year,DSL,Yes,Electronic check,1
71,89.97,6594.24,Month-to-month,Fiber optic,No,Bank transfer,0
42,112.06,4472.95,One year,Fiber optic,No,Bank transfer,0
0,32.48,29.66,Month-to-month,DSL,No,Bank transfer,1
50,49.03,2466.91,Month-to-month,Fiber optic,No,Electronic check,1
23,32.2,802.15,Two year,DSL,No,Mailed check,0
23,80.42,1956.24,Two year,DSL,No,Mailed check,0
16,49.24,825.3,Month-to-month,Fiber optic,No,Bank transfer,0
4,51.26,272.61,Two year,Fiber optic,Yes,Electronic check,1
19,25.23,534.31,Month-to-month,Fiber optic,No,Credit card,0
20,53.68,1179.57,Month-to-month,Fiber optic,Yes,Electronic check,1
57,105.97,5626.33,Month-to-month,No,No,Bank transfer,1
30,41.77,1371.65,Two year,Fiber optic,No,Electronic check,1
10,88.91,1060.05,Month-to-month,DSL,No,Electronic check,1
51,82.22,3898.72,One year,Fiber optic,Yes,Electronic check,0
14,106.08,1559.91,One year,DSL,No,Credit card,0
6,31.49,241.96,One year,No,Yes,Bank transfer,0
27,117.71,3361.3,Month-to-month,DSL,Yes,Bank transfer,0
50,77.43,3959.65,Month-to-month,Fiber optic,Yes,Bank transfer,0
57,119.54,6486.05,Month-to-month,DSL,Yes,Mailed check,0
4,110.97,562.12,One year,No,No,Mailed check,0
4,40.59,200.48,One year,DSL,No,Bank transfer,0
7,23.73,175.69,One year,No,No,Electronic check,0
63,44.08,2801.0,One year,DSL,No,Electronic check,0
9,71.81,669.9,Month-to-month,DSL,Yes,Bank transfer,1
37,35.5,1411.23,Two year,DSL,No,Credit card,0
7,35.08,307.22,One year,No,No,Credit card,0
24,65.18,1619.59,Month-to-month,No,No,Electronic check,1
65,21.39,1449.11,Month-to-month,DSL,No,Electronic check,0
49,30.43,1500.5,Two year,DSL,No,Mailed check,0
66,60.42,3755.42,Two year,Fiber optic,Yes,Credit card,0
48,24.44,1310.26,Month-to-month,DSL,Yes,Electronic check,0
35,58.47,1948.98,One year,DSL,No,Electronic check,0
67,66.35,4161.35,Month-to-month,DSL,Yes,Bank transfer,0
40,64.03,2603.79,Month-to-month,DSL,No,Mailed check,0
61,106.66,6823.06,One year,DSL,No,Credit card,0
9,72.07,699.79,One year,DSL,No,Credit card,1
20,65.73,1295.44,One year,Fiber optic,No,Mailed check,0
35,59.89,2293.58,Month-to-month,No,Yes,Electronic check,0
11,101.4,1183.48,Month-to-month,DSL,No,Credit card,1
1,109.3,205.24,Month-to-month,Fiber optic,No,Credit card,1
12,105.03,1328.55,Month-to-month,DSL,No,Credit card,0
52,86.7,4332.77,Month-to-month,Fiber optic,No,Bank transfer,1
31,32.01,1028.3,Month-to-month,DSL,Yes,Mailed check,0
15,46.24,764.74,Month-to-month,Fiber optic,No,Credit card,1
31,22.7,769.92,Month-to-month,DSL,Yes,Mailed check,0
31,112.94,3417.16,One year,No,Yes,Electronic check,0
10,85.4,876.83,Month-to-month,DSL,Yes,Mailed check,1
9,94.13,850.86,Month-to-month,Fiber optic,Yes,Bank transfer,1
14,49.78,706.09,One year,No,Yes,Bank transfer,0
16,104.26,1603.65,Month-to-month,Fiber optic,No,Mailed check,0
39,44.48,1724.21,One year,Fiber optic,No,Bank transfer,0
17,18.17,303.88,Month-to-month,No,Yes,Credit card,0
54,56.39,3151.01,Month-to-month,DSL,Yes,Bank transfer,0
24,76.22,1861.19,Month-to-month,DSL,No,Electronic check,1
58,66.83,3622.47,Month-to-month,No,Yes,Mailed check,0
21,105.93,2283.79,One year,DSL,Yes,Mailed check,0
29,28.75,812.36,Two year,No,No,Electronic check,0
43,74.49,3395.67,Month-to-month,DSL,No,Electronic check,1
31,70.32,2189.23,Month-to-month,Fiber optic,Yes,Electronic check,1
50,46.7,2213.57,One year,Fiber optic,No,Electronic check,0
45,101.87,4545.07,Month-to-month,No,No,Credit card,1
20,94.79,1880.86,Two year,Fiber optic,Yes,Bank transfer,0
31,92.75,3143.57,Month-to-month,DSL,No,Bank transfer,0
38,107.37,4592.24,Two year,Fiber optic,No,Credit card,1
11,91.72,996.19,Month-to-month,DSL,Yes,Electronic check,1
46,41.65,2031.94,Month-to-month,Fiber optic,Yes,Mailed check,0
17,89.97,1543.01,Two year,No,Yes,Mailed check,0
20,49.39,947.25,One year,Fiber optic,No,Mailed check,0
12,42.7,501.18,Month-to-month,Fiber optic,Yes,Electronic check,1
20,25.45,575.18,One year,DSL,No,Credit card,0
7,93.89,729.13,One year,Fiber optic,Yes,Credit card,0
45,90.52,4575.77,Month-to-month,Fiber optic,No,Credit card,1
6,41.92,290.06,One year,Fiber optic,No,Bank transfer,0
22,94.44,2036.4,Month-to-month,DSL,No,Bank transfer,1
21,111.62,2591.75,Two year,Fiber optic,No,Bank transfer,0
21,29.02,692.9,Two year,DSL,No,Bank transfer,0
28,41.73,1286.56,Month-to-month,Fiber optic,No,Mailed check,1
12,94.53,1289.15,Month-to-month,DSL,Yes,Mailed check,1
1,46.0,88.96,Month-to-month,No,No,Credit card,1
28,81.72,2163.46,Month-to-month,DSL,No,Bank transfer,0
51,26.28,1284.92,Two year,Fiber optic,Yes,Credit card,0
26,64.12,1712.82,Month-to-month,DSL,Yes,Electronic check,0
49,93.39,5095.55,Month-to-month,Fiber optic,No,Bank transfer,1
22,88.02,2114.69,Two year,DSL,No,Bank transfer,0
43,101.14,4742.34,Two year,Fiber optic,No,Credit card,0
21,107.5,2259.66,Month-to-month,DSL,Yes,Credit card,0
42,96.86,4318.1,One year,Fiber optic,Yes,Electronic check,0
36,86.5,3432.5,One year,DSL,No,Credit card,0
60,21.24,1290.3,Two year,DSL,Yes,Bank transfer,0
55,72.57,4006.94,One year,Fiber optic,Yes,Mailed check,0
2,21.85,68.43,One year,DSL,No,Electronic check,1
62,100.42,6402.27,Month-to-month,DSL,No,Electronic check,1
18,50.71,1058.52,Month-to-month,No,No,Bank transfer,1
22,75.37,1707.54,One year,No,No,Mailed check,0
28,46.5,1261.1,Two year,Fiber optic,Yes,Credit card,0
29,97.82,2918.13,Two year,DSL,Yes,Credit card,0
38,108.42,4004.45,Two year,DSL,Yes,Mailed check,0
24,58.66,1484.47,Month-to-month,Fiber optic,No,Mailed check,0
7,106.02,784.68,One year,DSL,No,Bank transfer,0
57,45.24,2860.06,Two year,No,Yes,Credit card,0
15,72.54,1244.16,One year,DSL,No,Bank transfer,0
71,105.59,7078.77,Month-to-month,No,Yes,Credit card,0
0,51.24,47.88,Month-to-month,Fiber optic,No,Credit card,1
4,115.31,577.98,Two year,Fiber optic,No,Mailed check,1
2,30.43,96.27,Month-to-month,DSL,Yes,Bank transfer,1
64,19.86,1218.37,Two year,No,Yes,Mailed check,0
3,110.22,402.17,Month-to-month,DSL,Yes,Bank transfer,1
63,25.0,1614.57,One year,Fiber optic,Yes,Credit card,0
9,119.17,1237.37,One year,No,Yes,Electronic check,0
20,115.04,2292.33,One year,DSL,No,Electronic check,0
45,31.98,1541.62,Month-to-month,Fiber optic,Yes,Bank transfer,0
26,72.83,2143.64,Two year,Fiber optic,No,Bank transfer,0
65,36.86,2256.18,One year,DSL,Yes,Mailed check,0
40,61.67,2534.05,Month-to-month,Fiber optic,Yes,Credit card,0
12,24.27,287.55,One year,DSL,Yes,Electronic check,0
8,40.84,346.0,Month-to-month,Fiber optic,No,Mailed check,1
35,55.05,1819.22,Month-to-month,Fiber optic,No,Bank transfer,1
57,62.74,3569.06,Month-to-month,Fiber optic,No,Credit card,0
53,117.7,6763.63,Two year,DSL,No,Mailed check,0
11,100.4,1223.39,Month-to-month,No,No,Mailed check,1
13,93.22,1232.67,One year,No,No,Bank transfer,0
33,72.78,2246.92,Month-to-month,Fiber optic,Yes,Credit card,1
52,103.68,5553.73,Month-to-month,Fiber optic,No,Electronic check,1
19,52.61,974.93,Two year,Fiber optic,No,Mailed check,0
15,90.31,1399.51,One year,Fiber optic,No,Bank transfer,0
69,119.37,8372.93,Two year,Fiber optic,Yes,Mailed check,0
55,50.09,3031.54,Month-to-month,DSL,No,Bank transfer,0
57,86.75,4610.69,Month-to-month,Fiber optic,Yes,Bank transfer,0
3,104.12,430.52,Two year,DSL,Yes,Bank transfer,0
3,111.41,402.33,One year,DSL,No,Credit card,0
19,91.23,1872.01,Month-to-month,Fiber optic,No,Electronic check,1
9,46.93,474.14,Month-to-month,Fiber optic,No,Credit card,1
23,51.28,1307.48,Two year,Fiber optic,No,Electronic check,1
25,20.12,526.43,Month-to-month,Fiber optic,Yes,Bank transfer,0
36,95.61,3433.29,One year,No,Yes,Electronic check,0
53,22.36,1145.32,Month-to-month,Fiber optic,No,Credit card,0
20,106.19,2045.01,Month-to-month,Fiber optic,Yes,Mailed check,0
